PlotID,Year,Area,StArea,Count,Plot,SubPlot,Site,SiteYear,Latitude,Longitude,Elevation,Region,RegionRank,lambda,SiteID,Resurrection,GenomicsBaseline,GenomicsTimeSeries,Haley,CoreDemography,density,logdens,reldens,logreldens,SiteLatitude
4,2010,NA,NA,2,1,4,Carlon,Carlon:2010,37.81006,-119.8568,1320,C2,4,0.996547427838375,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
4,2011,0.13,0.26,2,1,4,Carlon,Carlon:2011,37.81006,-119.8568,1320,C2,4,0.295206577753085,1,N,Y,N,N,Y,15.384615384615383,2.7333680090865,1,0,37.81006
4,2013,NA,NA,2,1,4,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
4,2014,0,NA,1,1,4,Carlon,Carlon:2014,37.81006,-119.8568,1320,C2,4,1.0328272919733,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
5,2010,NA,NA,2,1,5,Carlon,Carlon:2010,37.81006,-119.8568,1320,C2,4,0.996547427838375,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
5,2011,12.75,13.27,3,1,5,Carlon,Carlon:2011,37.81006,-119.8568,1320,C2,4,0.295206577753085,1,N,Y,N,N,Y,0.23529411764705882,-1.4469189829363254,1,0,37.81006
5,2013,NA,NA,3,1,5,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
5,2017,0,NA,1,1,5,Carlon,Carlon:2017,37.81006,-119.8568,1320,C2,4,10.7961999236987,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
6,2010,NA,NA,26,1,6,Carlon,Carlon:2010,37.81006,-119.8568,1320,C2,4,0.996547427838375,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
6,2011,81.75,16.45,26,1,6,Carlon,Carlon:2011,37.81006,-119.8568,1320,C2,4,0.295206577753085,1,N,Y,N,N,Y,0.3180428134556575,-1.1455692717558807,0.6572884811416922,-0.4196322683729444,37.81006
6,2013,NA,NA,26,1,6,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
6,2016,0,NA,1,1,6,Carlon,Carlon:2016,37.81006,-119.8568,1320,C2,4,0.293035166620035,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
6,2017,6.2,7.14,3,1,6,Carlon,Carlon:2017,37.81006,-119.8568,1320,C2,4,10.7961999236987,1,N,Y,N,N,Y,0.48387096774193544,-0.7259370033829363,1,0,37.81006
7,2019,0,NA,1,2,0,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
12,2011,0,NA,1,2,5,Carlon,Carlon:2011,37.81006,-119.8568,1320,C2,4,0.295206577753085,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
12,2012,NA,NA,1,2,5,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
12,2013,NA,NA,1,2,5,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
15,2011,22.4,44.8,2,3,1,Carlon,Carlon:2011,37.81006,-119.8568,1320,C2,4,0.295206577753085,1,N,Y,N,N,Y,0.08928571428571429,-2.4159137783010487,1,0,37.81006
15,2013,NA,NA,2,3,1,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
16,2010,NA,NA,3,4,1,Carlon,Carlon:2010,37.81006,-119.8568,1320,C2,4,0.996547427838375,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
16,2011,4.4,4.43,3,4,1,Carlon,Carlon:2011,37.81006,-119.8568,1320,C2,4,0.295206577753085,1,N,Y,N,N,Y,0.6818181818181818,-0.38299225225610584,1,0,37.81006
16,2013,NA,NA,3,4,1,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
17,2010,NA,NA,1,5,1,Carlon,Carlon:2010,37.81006,-119.8568,1320,C2,4,0.996547427838375,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
17,2011,88.7,24.76,33,5,1,Carlon,Carlon:2011,37.81006,-119.8568,1320,C2,4,0.295206577753085,1,N,Y,N,N,Y,0.37204058624577224,-0.9887523278490536,1,0,37.81006
17,2013,NA,NA,33,5,1,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
17,2014,0,NA,1,5,1,Carlon,Carlon:2014,37.81006,-119.8568,1320,C2,4,1.0328272919733,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
18,2010,145.72,34.83,99,6,1,Carlon,Carlon:2010,37.81006,-119.8568,1320,C2,4,0.996547427838375,1,N,Y,N,N,Y,0.6793851221520725,-0.3865671220057731,0.27564407657637713,-1.2886448231075829,37.81006
18,2011,150.93,31.74,372,6,1,Carlon,Carlon:2011,37.81006,-119.8568,1320,C2,4,0.295206577753085,1,N,Y,N,N,Y,2.464718743788511,0.9020777011018096,1,0,37.81006
18,2012,157.64,35.04,247,6,1,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,1.5668612027404214,0.44907438430117436,0.6357160250796017,-0.4530033168006352,37.81006
18,2013,NA,NA,343,6,1,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
18,2014,146.63,32.6,203,6,1,Carlon,Carlon:2014,37.81006,-119.8568,1320,C2,4,1.0328272919733,1,N,Y,N,N,Y,1.3844370183454955,0.3252935720527995,0.5617018257496925,-0.5767841290490102,37.81006
18,2015,139.4,34.43,72,6,1,Carlon,Carlon:2015,37.81006,-119.8568,1320,C2,4,0.477277830389502,1,N,Y,N,N,Y,0.5164992826398852,-0.6606813793103682,0.209557087980747,-1.5627590804121778,37.81006
18,2016,139.4,56.74,15,6,1,Carlon,Carlon:2016,37.81006,-119.8568,1320,C2,4,0.293035166620035,1,N,Y,N,N,Y,0.10760401721664276,-2.2292972972242135,0.04365772666265562,-3.1313749983260233,37.81006
18,2017,111.74,43.12,16,6,1,Carlon,Carlon:2017,37.81006,-119.8568,1320,C2,4,10.7961999236987,1,N,Y,N,N,Y,0.1431895471630571,-1.9435860217912215,0.058095694498172604,-2.8456637228930313,37.81006
18,2018,134.32,41.25,20,6,1,Carlon,Carlon:2018,37.81006,-119.8568,1320,C2,4,0.874539071032607,1,N,Y,N,N,Y,0.14889815366289458,-1.9044927392152944,0.060411823474034086,-2.806570440317104,37.81006
18,2019,130.09,50.19,14,6,1,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,0.1076178030594204,-2.2291691889982093,0.043663319934834195,-3.131246890100019,37.81006
18,2020,NA,NA,12,6,1,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
18,2021,127.54,56.79,11,6,1,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,0.08624745177983377,-2.450534768088755,0.034992816927769656,-3.3526124691905648,37.81006
19,2010,115.26,34.78,69,7,1,Carlon,Carlon:2010,37.81006,-119.8568,1320,C2,4,0.996547427838375,1,N,Y,N,N,Y,0.5986465382613222,-0.513083941411261,0.3983720600066253,-0.9203688862364113,37.81006
19,2011,124.44,28.13,187,7,1,Carlon,Carlon:2011,37.81006,-119.8568,1320,C2,4,0.295206577753085,1,N,Y,N,N,Y,1.5027322404371586,0.40728494482515043,1,0,37.81006
19,2012,147.87,33.64,194,7,1,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,1.3119632109285182,0.27152464967793194,0.873051882181523,-0.13576029514721846,37.81006
19,2013,NA,NA,197,7,1,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
19,2014,134.76,31.6,160,7,1,Carlon,Carlon:2014,37.81006,-119.8568,1320,C2,4,1.0328272919733,1,N,Y,N,N,Y,1.1872959335114277,0.17167839669547477,0.7900914757548773,-0.23560654812967569,37.81006
19,2015,179.34,43.97,62,7,1,Carlon,Carlon:2015,37.81006,-119.8568,1320,C2,4,0.477277830389502,1,N,Y,N,N,Y,0.34571205531392885,-1.06214906047881,0.23005565862708718,-1.4694340053039603,37.81006
19,2016,190.96,50.52,35,7,1,Carlon,Carlon:2016,37.81006,-119.8568,1320,C2,4,0.293035166620035,1,N,Y,N,N,Y,0.18328445747800587,-1.696715920541161,0.12196747533990936,-2.104000865366311,37.81006
19,2017,254,83.34,32,7,1,Carlon,Carlon:2017,37.81006,-119.8568,1320,C2,4,10.7961999236987,1,N,Y,N,N,Y,0.12598425196850394,-2.07159836421881,0.0838367931281317,-2.4788833090439604,37.81006
19,2018,229.56,80.92,23,7,1,Carlon,Carlon:2018,37.81006,-119.8568,1320,C2,4,0.874539071032607,1,N,Y,N,N,Y,0.10019167102282628,-2.300670217311012,0.0666730028988262,-2.707955162136163,37.81006
19,2019,227.12,67.69,20,7,1,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,0.08805917576611483,-2.4297462386107247,0.058599378782541865,-2.837031183435875,37.81006
19,2020,NA,NA,13,7,1,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
19,2021,201.21,38.6,46,7,1,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,0.2286168679489091,-1.4757077422906606,0.15213413394418313,-1.8829926871158111,37.81006
20,2010,305.08,96.38,20,7,2,Carlon,Carlon:2010,37.81006,-119.8568,1320,C2,4,0.996547427838375,1,N,Y,N,N,Y,0.06555657532450505,-2.7248417637420466,0.049192973016232495,-3.0120044905576413,37.81006
20,2011,334.63,56.86,84,7,2,Carlon,Carlon:2011,37.81006,-119.8568,1320,C2,4,0.295206577753085,1,N,Y,N,N,Y,0.2510235185129845,-1.3822086449849358,0.18836544025558757,-1.6693713718005305,37.81006
20,2012,334.63,51.32,118,7,2,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,0.35262827600633534,-1.0423408193625847,0.26460859464475395,-1.3295035461781795,37.81006
20,2013,NA,NA,60,7,2,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
20,2014,188.39,20.79,112,7,2,Carlon,Carlon:2014,37.81006,-119.8568,1320,C2,4,1.0328272919733,1,N,Y,N,N,Y,0.5945113859546686,-0.5200154108821884,0.44611516727871103,-0.807178137697783,37.81006
20,2015,188.39,18.41,113,7,2,Carlon,Carlon:2015,37.81006,-119.8568,1320,C2,4,0.477277830389502,1,N,Y,N,N,Y,0.5998195233292638,-0.5111264634649424,0.4500983384151281,-0.798289190280537,37.81006
20,2016,57.78,11.73,77,7,2,Carlon,Carlon:2016,37.81006,-119.8568,1320,C2,4,0.293035166620035,1,N,Y,N,N,Y,1.3326410522672205,0.2871627268155947,1,0,37.81006
20,2017,78.03,16.68,47,7,2,Carlon,Carlon:2017,37.81006,-119.8568,1320,C2,4,10.7961999236987,1,N,Y,N,N,Y,0.6023324362424708,-0.5069457664186113,0.4519840021570125,-0.794108493234206,37.81006
20,2018,48.89,9.44,41,7,2,Carlon,Carlon:2018,37.81006,-119.8568,1320,C2,4,0.874539071032607,1,N,Y,N,N,Y,0.8386173041521784,-0.17600080988624636,0.6292897121287385,-0.463163536701841,37.81006
20,2019,49.71,7.7,38,7,2,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,0.7644337155501911,-0.2686199603801954,0.5736231179803901,-0.5557826871957902,37.81006
20,2020,NA,NA,9,7,2,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
20,2021,66.6,13.04,38,7,2,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,0.5705705705705706,-0.5611184178199576,0.42815022815022813,-0.8482811446355524,37.81006
21,2010,NA,NA,16,4,2,Carlon,Carlon:2010,37.81006,-119.8568,1320,C2,4,0.996547427838375,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
21,2011,0.93,0.71,20,4,2,Carlon,Carlon:2011,37.81006,-119.8568,1320,C2,4,0.295206577753085,1,N,Y,N,N,Y,21.50537634408602,3.0683029663888264,1,0,37.81006
21,2012,0.93,0.71,4,4,2,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,4.301075268817204,1.4588650539547259,0.2,-1.6094379124341003,37.81006
21,2013,NA,NA,20,4,2,Carlon,NA,NA,NA,NA,NA,NA,NA,1,N,Y,N,N,Y,NA,NA,NA,NA,37.81006
21,2014,0.93,0.71,4,4,2,Carlon,Carlon:2014,37.81006,-119.8568,1320,C2,4,1.0328272919733,1,N,Y,N,N,Y,4.301075268817204,1.4588650539547259,0.2,-1.6094379124341003,37.81006
21,2015,0.93,0.71,4,4,2,Carlon,Carlon:2015,37.81006,-119.8568,1320,C2,4,0.477277830389502,1,N,Y,N,N,Y,4.301075268817204,1.4588650539547259,0.2,-1.6094379124341003,37.81006
22,2010,106.14,48.61,35,1,1,SweetwaterRiver,Sweetwater River:2010,32.89913,-116.5865,1386,S1,1,0.614477398267774,2,Y,Y,Y,Y,Y,0.3297531562087809,-1.1094109159103351,0.08009518706431938,-2.524539513300868,32.89913
22,2011,96.41,42.32,36,1,1,SweetwaterRiver,Sweetwater River:2011,32.89913,-116.5865,1386,S1,1,0.509492300703257,2,Y,Y,Y,Y,Y,0.3734052484182139,-0.985090992220179,0.09069803475639661,-2.4002195896107117,32.89913
22,2012,201.53,67.15,47,1,1,SweetwaterRiver,Sweetwater River:2012,32.89913,-116.5865,1386,S1,1,0.293895861287117,2,Y,Y,Y,Y,Y,0.2332158983774128,-1.455790651969339,0.05664683007639024,-2.870919249359872,32.89913
22,2013,184.58,59.34,36,1,1,SweetwaterRiver,Sweetwater River:2013,32.89913,-116.5865,1386,S1,1,0.635806967537691,2,Y,Y,Y,Y,Y,0.19503738216491492,-1.6345640353813207,0.04737348320979627,-3.0496926327718534,32.89913
22,2014,184.58,53.34,37,1,1,SweetwaterRiver,Sweetwater River:2014,32.89913,-116.5865,1386,S1,1,0.428305063921007,2,Y,Y,Y,Y,Y,0.20045508722505145,-1.6071650611932062,0.04868941329895728,-3.022293658583739,32.89913
22,2015,181.13,38.28,33,1,1,SweetwaterRiver,Sweetwater River:2015,32.89913,-116.5865,1386,S1,1,0.238934370036408,2,Y,Y,Y,Y,Y,0.18218958758902445,-1.702707444038345,0.044252826165142055,-3.1178360414288777,32.89913
22,2016,125.22,36.16,28,1,1,SweetwaterRiver,Sweetwater River:2016,32.89913,-116.5865,1386,S1,1,50.3178193455517,2,Y,Y,Y,Y,Y,0.22360645264334772,-1.4978676801419604,0.05431274975247953,-2.912996277532493,32.89913
22,2017,177.07,7.96,632,1,1,SweetwaterRiver,Sweetwater River:2017,32.89913,-116.5865,1386,S1,1,3.45872594117767,2,Y,Y,Y,Y,Y,3.569209916981985,1.272344259528732,0.8669410150891633,-0.14278433786180061,32.89913
22,2018,177.07,8.15,627,1,1,SweetwaterRiver,Sweetwater River:2018,32.89913,-116.5865,1386,S1,1,0.300944364447362,2,Y,Y,Y,Y,Y,3.5409724967526968,1.2644014060147952,0.8600823045267489,-0.15072719137573748,32.89913
22,2019,177.07,9.19,729,1,1,SweetwaterRiver,NA,NA,NA,NA,NA,NA,NA,2,Y,Y,Y,Y,Y,4.117015869430169,1.4151285973905328,1,0,32.89913
22,2020,NA,NA,291,1,1,SweetwaterRiver,NA,NA,NA,NA,NA,NA,NA,2,Y,Y,Y,Y,Y,NA,NA,NA,NA,32.89913
22,2021,79.84,8.81,292,1,1,SweetwaterRiver,NA,NA,NA,NA,NA,NA,NA,2,Y,Y,Y,Y,Y,3.657314629258517,1.2967291702650732,0.8883411541876619,-0.11839942712545959,32.89913
23,2010,176.18,41.68,28,2,1,SweetwaterRiver,Sweetwater River:2010,32.89913,-116.5865,1386,S1,1,0.614477398267774,2,Y,Y,Y,Y,Y,0.1589283687138154,-1.8393016895064458,0.08626442794016427,-2.450337956594812,32.89913
23,2011,200.49,42.26,34,2,1,SweetwaterRiver,Sweetwater River:2011,32.89913,-116.5865,1386,S1,1,0.509492300703257,2,Y,Y,Y,Y,Y,0.16958451793106888,-1.7744038455749271,0.0920484589706891,-2.3854401126632934,32.89913
23,2012,202.52,48.16,35,2,1,SweetwaterRiver,Sweetwater River:2012,32.89913,-116.5865,1386,S1,1,0.293895861287117,2,Y,Y,Y,Y,Y,0.17282243729014418,-1.7554905856122947,0.09380596308079536,-2.366526852700661,32.89913
23,2013,203.41,50.5,23,2,1,SweetwaterRiver,Sweetwater River:2013,32.89913,-116.5865,1386,S1,1,0.635806967537691,2,Y,Y,Y,Y,Y,0.11307212034806549,-2.179729430685246,0.06137420182907451,-2.7907656977736126,32.89913
23,2014,150.72,41.42,17,2,1,SweetwaterRiver,Sweetwater River:2014,32.89913,-116.5865,1386,S1,1,0.428305063921007,2,Y,Y,Y,Y,Y,0.11279193205944799,-2.1822104667718367,0.061222118959107806,-2.793246733860203,32.89913
23,2015,102.39,29.28,20,2,1,SweetwaterRiver,Sweetwater River:2015,32.89913,-116.5865,1386,S1,1,0.238934370036408,2,Y,Y,Y,Y,Y,0.19533157534915518,-1.6330567780327343,0.10602365545252843,-2.244093045121101,32.89913
23,2016,102.39,36.19,12,2,1,SweetwaterRiver,Sweetwater River:2016,32.89913,-116.5865,1386,S1,1,50.3178193455517,2,Y,Y,Y,Y,Y,0.11719894520949312,-2.143882401798725,0.06361419327151706,-2.7549186688870915,32.89913
23,2017,135.04,30.66,238,2,1,SweetwaterRiver,Sweetwater River:2017,32.89913,-116.5865,1386,S1,1,3.45872594117767,2,Y,Y,Y,Y,Y,1.762440758293839,0.5666996428238278,0.9566318777638789,-0.0443366242645387,32.89913
23,2018,146.01,30.42,244,2,1,SweetwaterRiver,Sweetwater River:2018,32.89913,-116.5865,1386,S1,1,0.300944364447362,2,Y,Y,Y,Y,Y,1.671118416546812,0.5134931127797293,0.9070631970260223,-0.0975431543086372,32.89913
23,2019,146.01,29.52,269,2,1,SweetwaterRiver,NA,NA,NA,NA,NA,NA,NA,2,Y,Y,Y,Y,Y,1.8423395657831656,0.6110362670883666,1,0,32.89913
23,2020,NA,NA,270,2,1,SweetwaterRiver,NA,NA,NA,NA,NA,NA,NA,2,Y,Y,Y,Y,Y,NA,NA,NA,NA,32.89913
23,2021,146.01,29.95,261,2,1,SweetwaterRiver,NA,NA,NA,NA,NA,NA,NA,2,Y,Y,Y,Y,Y,1.7875487980275324,0.5808452948092209,0.9702602230483272,-0.030190972279145682,32.89913
24,2010,128.45,34.23,55,3,1,SweetwaterRiver,Sweetwater River:2010,32.89913,-116.5865,1386,S1,1,0.614477398267774,2,Y,Y,Y,Y,Y,0.4281821720513819,-0.8482065383234215,0.05486144488856984,-2.9029444560767153,32.89913
24,2011,98.55,43.9,59,3,1,SweetwaterRiver,Sweetwater River:2011,32.89913,-116.5865,1386,S1,1,0.509492300703257,2,Y,Y,Y,Y,Y,0.5986808726534754,-0.5130265896930098,0.07670683144878389,-2.5677645074463036,32.89913
24,2012,307.74,51.19,59,3,1,SweetwaterRiver,Sweetwater River:2012,32.89913,-116.5865,1386,S1,1,0.293895861287117,2,Y,Y,Y,Y,Y,0.1917202833560798,-1.6517178267235126,0.024564431790724806,-3.7064557444768065,32.89913
24,2013,98.79,46.82,28,3,1,SweetwaterRiver,Sweetwater River:2013,32.89913,-116.5865,1386,S1,1,0.635806967537691,2,Y,Y,Y,Y,Y,0.28342949691264296,-1.2607918748811788,0.036314804164247434,-3.3155297926344725,32.89913
24,2014,97.89,39.43,23,3,1,SweetwaterRiver,Sweetwater River:2014,32.89913,-116.5865,1386,S1,1,0.428305063921007,2,Y,Y,Y,Y,Y,0.23495760547553377,-1.4483501833441892,0.03010427468801647,-3.503088101097483,32.89913
24,2015,97.89,35.64,22,3,1,SweetwaterRiver,Sweetwater River:2015,32.89913,-116.5865,1386,S1,1,0.238934370036408,2,Y,Y,Y,Y,Y,0.22474205741138012,-1.492801945915023,0.02879539317984184,-3.547539863668317,32.89913
24,2016,96.42,36.67,13,3,1,SweetwaterRiver,Sweetwater River:2016,32.89913,-116.5865,1386,S1,1,50.3178193455517,2,Y,Y,Y,Y,Y,0.13482679941920764,-2.0037642915159393,0.01727487389398245,-4.058502209269233,32.89913
24,2017,9569.92,252.42,306,3,1,SweetwaterRiver,Sweetwater River:2017,32.89913,-116.5865,1386,S1,1,3.45872594117767,2,Y,Y,Y,Y,Y,0.03197518892529927,-3.4427950230030433,0.004096866192776493,-5.497532940756337,32.89913
24,2018,4549.14,181.48,318,3,1,SweetwaterRiver,Sweetwater River:2018,32.89913,-116.5865,1386,S1,1,0.300944364447362,2,Y,Y,Y,Y,Y,0.06990332238620926,-2.66064210031098,0.00895646180280189,-4.715380018064274,32.89913
24,2019,56.76,13.5,443,3,1,SweetwaterRiver,NA,NA,NA,NA,NA,NA,NA,2,Y,Y,Y,Y,Y,7.804792107117689,2.0547379177532936,1,0,32.89913
24,2020,NA,NA,219,3,1,SweetwaterRiver,NA,NA,NA,NA,NA,NA,NA,2,Y,Y,Y,Y,Y,NA,NA,NA,NA,32.89913
24,2021,54.6,14.46,216,3,1,SweetwaterRiver,NA,NA,NA,NA,NA,NA,NA,2,Y,Y,Y,Y,Y,3.9560439560439558,1.3752445249333056,0.5068737131942549,-0.6794933928199882,32.89913
25,2010,1.15,0.65,7,1,1,SouthForkMiddleForkTule,NA,NA,NA,NA,NA,NA,NA,3,N,N,N,N,Y,6.086956521739131,1.8061482066801546,0.33875236294896033,-1.0824859313174693,36.13756
25,2011,1.15,0.65,7,1,1,SouthForkMiddleForkTule,NA,NA,NA,NA,NA,NA,NA,3,N,N,N,N,Y,6.086956521739131,1.8061482066801546,0.33875236294896033,-1.0824859313174693,36.13756
25,2012,1.15,0.64,8,1,1,SouthForkMiddleForkTule,South Fork Middle Fork Tule:2012,36.13756,-118.5741,1664,C1,3,1.63505582786741,3,N,N,N,N,Y,6.9565217391304355,1.9396795993046774,0.38714555765595465,-0.9489545386929467,36.13756
25,2013,1.28,0.51,23,1,1,SouthForkMiddleForkTule,South Fork Middle Fork Tule:2013,36.13756,-118.5741,1664,C1,3,1.47114909067128,3,N,N,N,N,Y,17.96875,2.8886341379976237,1,0,36.13756
25,2014,1.16,0.41,18,1,1,SouthForkMiddleForkTule,South Fork Middle Fork Tule:2014,36.13756,-118.5741,1664,C1,3,0.874914173521037,3,N,N,N,N,Y,15.517241379310345,2.7419517527778914,0.863568215892054,-0.14668238521973243,36.13756
25,2015,1.16,0.42,17,1,1,SouthForkMiddleForkTule,South Fork Middle Fork Tule:2015,36.13756,-118.5741,1664,C1,3,4.47028965056851,3,N,N,N,N,Y,14.655172413793105,2.684793338937943,0.8155922038980511,-0.20384079905968094,36.13756
25,2016,1.29,0.52,20,1,1,SouthForkMiddleForkTule,NA,NA,NA,NA,NA,NA,NA,3,N,N,N,N,Y,15.503875968992247,2.7410900551804103,0.862824401752612,-0.14754408281721373,36.13756
25,2017,NA,NA,15,1,1,SouthForkMiddleForkTule,NA,NA,NA,NA,NA,NA,NA,3,N,N,N,N,Y,NA,NA,NA,NA,36.13756
25,2018,4.38,2.05,22,1,1,SouthForkMiddleForkTule,South Fork Middle Fork Tule:2018,36.13756,-118.5741,1664,C1,3,0.641354530946705,3,N,N,N,N,Y,5.0228310502283104,1.613993728969961,0.27953146714314075,-1.2746404090276628,36.13756
25,2019,8.54,2.73,21,1,1,SouthForkMiddleForkTule,NA,NA,NA,NA,NA,NA,NA,3,N,N,N,N,Y,2.459016393442623,0.8997614299229445,0.1368496079828938,-1.9888727080746793,36.13756
25,2020,NA,NA,8,1,1,SouthForkMiddleForkTule,NA,NA,NA,NA,NA,NA,NA,3,N,N,N,N,Y,NA,NA,NA,NA,36.13756
26,2010,7.18,3.86,7,2,1,SouthForkMiddleForkTule,NA,NA,NA,NA,NA,NA,NA,3,N,N,N,N,Y,0.9749303621169917,-0.025389234004819464,0.4079935848738077,-0.896503828050099,36.13756
26,2011,7.18,3.86,7,2,1,SouthForkMiddleForkTule,NA,NA,NA,NA,NA,NA,NA,3,N,N,N,N,Y,0.9749303621169917,-0.025389234004819464,0.4079935848738077,-0.896503828050099,36.13756
26,2012,8.98,4.11,11,2,1,SouthForkMiddleForkTule,South Fork Middle Fork Tule:2012,36.13756,-118.5741,1664,C1,3,1.63505582786741,3,N,N,N,N,Y,1.2249443207126949,0.2028953904842623,0.5126206384558277,-0.6682192035610173,36.13756
26,2013,13.78,4.56,23,2,1,SouthForkMiddleForkTule,South Fork Middle Fork Tule:2013,36.13756,-118.5741,1664,C1,3,1.47114909067128,3,N,N,N,N,Y,1.6690856313497824,0.5122759503436373,0.6984870475436513,-0.3588386437016423,36.13756
26,2014,13.81,3.83,33,2,1,SouthForkMiddleForkTule,South Fork Middle Fork Tule:2014,36.13756,-118.5741,1664,C1,3,0.874914173521037,3,N,N,N,N,Y,2.389572773352643,0.8711145940452795,1,0,36.13756
26,2015,13.81,3.95,28,2,1,SouthForkMiddleForkTule,South Fork Middle Fork Tule:2015,36.13756,-118.5741,1664,C1,3,4.47028965056851,3,N,N,N,N,Y,2.0275162925416366,0.7068115427540033,0.8484848484848485,-0.1643030512912763,36.13756
26,2016,15.55,3.78,26,2,1,SouthForkMiddleForkTule,NA,NA,NA,NA,NA,NA,NA,3,N,N,N,N,Y,1.6720257234726688,0.5140358993962388,0.6997174315502289,-0.3570786946490407,36.13756
26,2017,NA,NA,19,2,1,SouthForkMiddleForkTule,NA,NA,NA,NA,NA,NA,NA,3,N,N,N,N,Y,NA,NA,NA,NA,36.13756
26,2018,22,5.62,42,2,1,SouthForkMiddleForkTule,South Fork Middle Fork Tule:2018,36.13756,-118.5741,1664,C1,3,0.641354530946705,3,N,N,N,N,Y,1.9090909090909092,0.6466271649250525,0.7989256198347108,-0.22448742912022698,36.13756
26,2019,25.02,8.63,30,2,1,SouthForkMiddleForkTule,NA,NA,NA,NA,NA,NA,NA,3,N,N,N,N,Y,1.1990407673860912,0.18152187662339037,0.5017803938667248,-0.6895927174218892,36.13756
26,2020,NA,NA,25,2,1,SouthForkMiddleForkTule,NA,NA,NA,NA,NA,NA,NA,3,N,N,N,N,Y,NA,NA,NA,NA,36.13756
27,2010,8.51,2.78,11,1,1,NorthForkTuolumne,NA,NA,NA,NA,NA,NA,NA,4,N,N,N,N,N,1.2925969447708578,0.2566533302130878,1,0,NA
27,2011,8.51,2.78,11,1,1,NorthForkTuolumne,NA,NA,NA,NA,NA,NA,NA,4,N,N,N,N,N,1.2925969447708578,0.2566533302130878,1,0,NA
27,2012,8.51,2.78,11,1,1,NorthForkTuolumne,NA,NA,NA,NA,NA,NA,NA,4,N,N,N,N,N,1.2925969447708578,0.2566533302130878,1,0,NA
27,2013,8.51,2.78,11,1,1,NorthForkTuolumne,NA,NA,NA,NA,NA,NA,NA,4,N,N,N,N,N,1.2925969447708578,0.2566533302130878,1,0,NA
27,2014,0,NA,1,1,1,NorthForkTuolumne,NA,NA,NA,NA,NA,NA,NA,4,N,N,N,N,N,NA,NA,NA,NA,NA
27,2015,NA,NA,1,1,1,NorthForkTuolumne,NA,NA,NA,NA,NA,NA,NA,4,N,N,N,N,N,NA,NA,NA,NA,NA
