gene,SNPs,hits,Z,top_candidate_p,Z_pVal
0,44,1,3.2469602914451476,0.3573883979152818,0.10778297677974291
1,22,0,1.2354085893120625,1.0,0.4575746919084851
2,10,0,1.1622447136026912,1.0,0.3281146927886627
3,22,0,1.983014093549333,1.0,0.20179323753623146
4,23,0,0.811140009208476,1.0,0.6304937130143525
5,6,0,0.8714061787068738,1.0,0.38993848950304133
6,20,0,1.6667657236289761,1.0,0.27551758136031945
7,1,0,0.7655625880390605,1.0,0.3566862248294569
8,1,0,,1.0,
9,1,0,-1.240296167613785,1.0,0.9805948604199968
10,1,0,0.5758109688168174,1.0,0.44546700670778416
11,1,0,,1.0,
12,1,0,,1.0,
13,1,0,0.6924205794512323,1.0,0.39027816101052215
14,21,0,1.468070932388719,1.0,0.35725558710419847
15,90,0,2.1504968999490677,1.0,0.6654087841169123
16,81,1,3.682432189174161,0.5569520183738275,0.2337049647083167
17,96,0,3.2676639390860007,1.0,0.40856614042824957
18,87,0,3.2669398706155475,1.0,0.36236582371283643
19,133,2,3.475388279974148,0.38435030058532343,0.5008709405460721
20,78,0,2.012628840688071,1.0,0.6462824398116255
21,118,0,3.207521339005676,1.0,0.5162450167809548
22,189,3,4.163967052937188,0.2934287349735605,0.4476731331886199
23,277,1,2.174490982990181,0.9382056307679741,0.8260211564225204
24,162,2,5.128331910324214,0.48250419030293284,0.22063746275363783
25,238,1,2.357531800897374,0.9085515572877007,0.8195682424940782
26,145,1,5.382660540482567,0.767135537051994,0.15323285179439516
27,145,1,1.5386073629607415,0.767135537051994,0.88574112682017
28,105,0,3.2468673527880583,1.0,0.45528652920048285
29,183,2,2.2401012434230116,0.5472541010672717,0.8257515951417654
30,204,3,4.0183037275417295,0.3342012657617794,0.4884906100066667
31,199,1,0.841480551015339,0.864666995092968,0.9605585574969222
32,237,0,3.943090271090364,1.0,0.4955551918679143
33,111,5,4.604526050673482,0.005341998476809086,0.18665216529277107
34,99,2,2.5443141301587775,0.26054072470054684,0.60610388177545
35,1,0,0.14397726705716862,1.0,0.6505410302452461
36,78,1,3.089659287792258,0.5433902522560855,0.35600025457420337
37,200,1,2.784691334261795,0.8660203251420383,0.7463962678571083
38,143,0,-0.6613686054326423,1.0,0.9933024654555345
39,120,2,2.1928019445041005,0.3377342858848426,0.7495684835932945
40,87,0,1.9518454971433332,1.0,0.7003846005846457
41,95,0,3.2640459463935834,1.0,0.40455936260614056
42,178,0,2.7451030723012537,1.0,0.7388973687894663
43,80,4,3.460996301066545,0.008659188892860738,0.2769217412073487
44,174,5,6.480476905742374,0.031467170134751955,0.06937978281023904
45,219,1,2.203617992653121,0.8893101964006584,0.8432267354336191
46,148,2,3.0035182935602633,0.4362707634657083,0.6450773438182621
47,196,1,3.0001548812985814,0.8605244312247751,0.704029189762172
48,219,2,2.8879746681747873,0.6444509338930238,0.7314120971970586
49,59,0,2.7552122374560977,1.0,0.31716074598139166
50,150,2,5.642549559634703,0.44301520179316806,0.1278869246318719
51,167,0,2.6450401148373768,1.0,0.7457397000982771
52,97,1,1.6123961088603604,0.6227633530764958,0.8019628432726178
53,91,0,1.379083352121445,1.0,0.8278960521450698
54,157,1,4.1260428295253915,0.7935924628825864,0.411142817963982
55,108,0,1.5462911017370022,1.0,0.8367756133306035
56,82,1,3.747570192760714,0.5613824981900892,0.22538061636316353
57,128,1,2.7133877105952426,0.7237483323007917,0.661993866278471
58,51,1,1.9641967155658928,0.401043993533839,0.4885825664100313
59,117,0,4.44276255566408,1.0,0.23518207964269444
60,116,1,3.6542682908964608,0.6883389185508575,0.4010578767096271
61,142,2,0.5885877751551771,0.41577588303256174,0.959343299403958
62,98,0,0.6325178554960972,1.0,0.9315504648155468
63,162,2,3.499299590280838,0.48250419030293284,0.56214369048342
64,154,1,3.3973161643984984,0.7872742967709813,0.5702190059639143
65,121,2,3.6253521610719175,0.34136313911287053,0.42634532164215366
66,99,0,3.9107432417111565,1.0,0.27211570428091114
67,90,1,3.2452073021911896,0.5952680273216762,0.3838223245510104
68,57,0,3.5261129341058624,1.0,0.13417894598231483
69,121,0,1.9771365512184382,1.0,0.7912416866130588
70,124,2,2.6875740359356373,0.3522106576887805,0.6569759973039977
71,273,8,9.055517717424335,0.006739663383832976,0.00034122664467306496
72,202,5,8.498592957672118,0.05355977123307392,0.005251998258217649
73,140,0,4.059826656867109,1.0,0.3858279835699663
74,1,0,-0.034043103987527176,1.0,0.7266649013639785
75,1,0,,1.0,
76,12,0,2.4469346848843783,1.0,0.0404803609947928
77,31,0,1.6115779444273466,1.0,0.4202309698580894
78,131,1,4.958823592233567,0.7319532830831259,0.18630700989494542
79,110,0,2.286920443399375,1.0,0.7041487427234142
80,169,0,2.7719390864672344,1.0,0.7245372281022453
81,155,4,6.372859018608588,0.07111208752979764,0.06409773173702149
82,80,1,4.579366375188443,0.5524767862361895,0.08711046364702979
83,160,2,6.581932902521402,0.4760429297364673,0.053852287771479435
84,164,3,5.173408269252408,0.22655254729507288,0.21603774980333612
85,118,1,2.683752746298804,0.6945409740716955,0.6404025933262092
86,203,2,4.023799699401943,0.6034332924285691,0.4869511285375807
87,129,2,3.5728765562241365,0.370146197645805,0.4656673654142288
88,185,0,3.87398961396375,1.0,0.5090601384563704
89,107,0,1.162327737253275,1.0,0.8876278587639825
90,86,0,4.191342250671682,1.0,0.16209183712992925
91,82,3,4.809042273573134,0.04946069396566576,0.06995563781837444
92,218,2,4.1727855898493535,0.6419889017346057,0.4539174798585862
93,132,0,1.280978899827007,1.0,0.9018948362115558
94,119,0,0.5597490430432925,1.0,0.9512915480342214
95,197,1,5.522864512838621,0.8619191869125272,0.18844858193517244
96,128,0,2.5274617040182985,1.0,0.7014887607738164
97,127,0,1.5652346388615772,1.0,0.8635057190271604
98,174,3,2.324393426808753,0.2530207119044745,0.8066267113809826
99,141,1,3.0298384948912624,0.7575833539554198,0.6243381636337293
100,136,2,3.9662558613368253,0.3949111741047201,0.39567846660362427
101,83,0,3.313725701645927,1.0,0.3287220433613407
102,121,0,1.0539303621810612,1.0,0.9144782600694548
103,99,2,3.6066873773339725,0.26054072470054684,0.34032060804324715
104,49,0,2.207403514572755,1.0,0.39575179867855714
105,188,0,0.8983607591291265,1.0,0.9558022753074907
106,178,1,1.776908510569359,0.8328660649851164,0.8821172763330356
107,114,0,1.4609347467651859,1.0,0.8593213125917964
108,14,1,2.183717863063132,0.13125418723102178,0.08567895363162903
109,9,0,1.5162157898293627,1.0,0.1902993848457386
110,72,0,0.8116173651389891,1.0,0.8739285875968235
111,112,0,2.723608376236094,1.0,0.6116179967013815
112,134,0,2.4946047356824854,1.0,0.7215340869707646
113,139,1,3.372315964213026,0.7526613141061318,0.5415904616729212
114,124,2,3.3369389872178927,0.3522106576887805,0.5056572068185669
115,187,1,2.67633370037697,0.8473202677240939,0.7584377307465484
116,119,2,3.044705719626599,0.33409932347629573,0.5590121220880153
117,116,0,3.1759524438445816,1.0,0.5167136481942141
118,132,0,3.56415991526554,1.0,0.47698427681489364
119,168,2,5.475882238872587,0.5015876911690715,0.17404348175209994
120,163,1,3.267574801369076,0.805671401117205,0.6150114772155735
121,130,1,2.4006015676469294,0.729245740488006,0.7315482052529093
122,184,0,-0.5579225390334771,1.0,0.9940451178014007
