gene,SNPs,hits,Z,top_candidate_p,Z_pVal
0,44,0,2.4663399919334044,1.0,0.2878057105346763
1,22,0,1.0096015812310777,1.0,0.5516149003781844
2,10,1,1.2875568525035546,0.09561792499119559,0.28550198599556964
3,22,0,1.4213088326696401,1.0,0.3944822767713462
4,23,0,-0.2125335392514748,1.0,0.9077731904799979
5,6,0,0.8973462927719235,1.0,0.3827428665714583
6,20,0,1.227967672522404,1.0,0.44313692686931494
7,1,0,0.3740981891680125,1.0,0.5446756155229058
8,1,0,,1.0,
9,1,0,-1.4981726332133904,1.0,0.9910601776440219
10,1,0,0.09258922106482206,1.0,0.6741521249848228
11,1,0,,1.0,
12,1,0,,1.0,
13,1,0,0.6930766401531784,1.0,0.39276726570641596
14,21,0,1.2877030173076853,1.0,0.43256486853681486
15,90,1,2.1211124051221497,0.5952680273216762,0.6900337658460107
16,81,2,4.243141878749451,0.1944582152251407,0.14571132651632002
17,96,1,3.3697735882786697,0.6189528818954504,0.40483821824536914
18,87,1,3.165664040732662,0.5828791200667797,0.4080058081785941
19,133,1,3.2379937558703817,0.7372874127497717,0.5871824699979902
20,78,0,2.4030112262457655,1.0,0.5596636845101601
21,118,0,3.381323901667273,1.0,0.5011581721312933
22,189,0,3.1635919308827085,1.0,0.7135769521462136
23,277,1,2.7546513829440635,0.9382056307679741,0.8103725919567697
24,162,0,4.540392519475242,1.0,0.3663927174667303
25,238,1,2.4250786872760792,0.9085515572877007,0.8646059341101313
26,145,2,4.5351056923151125,0.42607142465339903,0.32676515413474694
27,145,3,2.1117276901208477,0.17802479745442065,0.8323073092376625
28,105,1,3.435569009812289,0.651906885507558,0.43242081060220217
29,183,2,1.9872585280995188,0.5472541010672717,0.8882711030271748
30,204,1,3.1604483719585517,0.8712996589103447,0.7283556994312947
31,199,1,0.7511013382907044,0.864666995092968,0.9765846257110753
32,237,1,5.406236225382391,0.9076278356441421,0.2352040035608043
33,111,2,4.4816458445766,0.3048305145258705,0.2269569838111627
34,99,2,2.533750088030705,0.26054072470054684,0.6298806568510997
35,1,0,0.21060061816482178,1.0,0.6214217273673104
36,78,2,3.2034834975163724,0.18363711766997076,0.34487454624404323
37,200,3,4.143748587003487,0.3233213054643436,0.511669329723279
38,143,1,0.8789490724122995,0.762407445211707,0.9526712989419805
39,120,3,2.4727990233933546,0.11963654137203271,0.7165319012117228
40,87,1,1.651084705777915,0.5828791200667797,0.7799440754815077
41,95,0,3.5462257194662934,1.0,0.35637934913632685
42,178,0,2.6616344718717904,1.0,0.7913932393217886
43,80,2,3.238113626745098,0.1908418660230089,0.3483868516150439
44,174,3,5.697561801104372,0.2530207119044745,0.17235624529593718
45,219,1,3.0994716315763,0.8893101964006584,0.7491874948251763
46,148,1,3.207417670265388,0.7740518444660127,0.6346897474196327
47,196,3,3.1257747573978474,0.3124413727808383,0.7281167938443334
48,219,2,3.91416612517665,0.6444509338930238,0.5754650692340431
49,59,1,2.581651118155756,0.4473165228376149,0.3799805403398909
50,150,5,6.29573205414661,0.017987494546488937,0.07580758633343498
51,167,0,3.2073479601345705,1.0,0.673662310734054
52,97,1,1.0926160460382899,0.6227633530764958,0.8914222941738146
53,91,0,1.4738183022706182,1.0,0.8240900898749626
54,157,0,3.823411688172369,1.0,0.5170781871970462
55,108,0,2.4471877319374986,1.0,0.6843047333918328
56,82,2,3.848582782016549,0.1980831532566273,0.22070404231792962
57,128,0,3.0322833082814067,1.0,0.6188852979725408
58,51,0,1.356029407566312,1.0,0.6842363581292384
59,117,0,3.9039289541970907,1.0,0.3723911130949289
60,116,0,2.302471577862757,1.0,0.7396319671239227
61,142,1,1.5502789297543094,0.7600075204158656,0.898583185788538
62,98,2,1.6309499724948382,0.2568438055606965,0.8154475614635379
63,162,1,3.2659447250292195,0.8037084859769748,0.6522265154951947
64,154,2,1.9461974189835445,0.45636764730361856,0.8664376149455377
65,121,0,2.5821760464277532,1.0,0.6966464577382251
66,99,0,3.402995499136896,1.0,0.4117084363288921
67,90,0,3.802521890625566,1.0,0.271623680925941
68,57,1,3.2536796683758986,0.43609480954761237,0.1961156040102544
69,121,0,2.5806261639711185,1.0,0.6969738106816872
70,124,2,2.846886431520171,0.3522106576887805,0.6481921093118399
71,273,2,8.078540683571353,0.7582781717145112,0.00306998422546223
72,202,0,5.889860810696009,1.0,0.16395972332664333
73,140,1,4.1862241859064,0.7551347009650705,0.3884987352094965
74,1,0,-0.3884974615027282,1.0,0.8487446785356078
75,1,0,,1.0,
76,12,0,2.2246658392751537,1.0,0.06919996268359241
77,31,0,1.8011680854175591,1.0,0.3642190559212486
78,131,3,5.632786298810135,0.14438919102699593,0.11168243626467411
79,110,3,2.275989608289821,0.09866860576118958,0.727428717346996
80,169,1,2.4136310238496566,0.8170434816909391,0.8198242949296339
81,155,1,6.628193303480221,0.7894015538032715,0.056072127151706175
82,80,3,4.198098813029676,0.04655318573593159,0.14841502997919132
83,160,0,4.880866414519972,1.0,0.29158935472282854
84,164,0,5.197736475719284,1.0,0.23944646600510988
