gene,SNPs,hits,Z,top_candidate_p,Z_pVal
0,44,0,1.71154771515673,1.0,0.492036179570533
1,22,0,-0.18804361344870738,1.0,0.8904615933657407
2,10,0,-0.175385831287262,1.0,0.8328538781862853
3,22,0,1.0929348972583761,1.0,0.4880068772860845
4,23,0,0.18803122588399807,1.0,0.8106991530142624
5,6,0,0.7860112044793777,1.0,0.39742539303794056
6,20,1,1.4856588754639366,0.1820930624027693,0.31398655378218554
7,1,0,0.3933179570400937,1.0,0.5031753098878468
8,1,0,,1.0,
9,1,0,-1.3491574689858372,1.0,0.9852774750847568
10,1,0,0.2187521882801991,1.0,0.589129892996527
11,1,0,,1.0,
12,1,0,,1.0,
13,1,0,0.4198942695093901,1.0,0.4899755710009044
14,21,0,1.4088158968732425,1.0,0.35432850679559735
15,90,1,3.2056791876318314,0.5952680273216762,0.38766538547149365
16,81,1,2.610782844826602,0.5569520183738275,0.4913475415553511
17,96,0,2.714207866792664,1.0,0.5425006669871156
18,87,0,3.1695253177166833,1.0,0.38021287324586617
19,133,1,2.533523198578954,0.7372874127497717,0.7085622240421858
20,78,1,3.9752606221147593,0.5433902522560855,0.1600085678084091
21,118,1,3.4337377449936843,0.6945409740716955,0.46116023508179305
22,189,1,4.240572394972082,0.8503585943963844,0.45553309603614844
23,277,4,3.707290343102696,0.30113636084901674,0.558987868948196
24,162,5,5.584284825006677,0.02412453131525976,0.16802231013448932
25,238,1,1.5014746516742925,0.9085515572877007,0.9269615716330472
26,145,1,4.372950588371889,0.767135537051994,0.3419573891973091
27,145,0,2.096843445805203,1.0,0.8075818576176916
28,105,0,2.379180846440041,1.0,0.6598936340238507
29,183,3,2.7331388924417737,0.27719258323194196,0.7526419548785882
30,204,3,4.525464131821525,0.3342012657617794,0.40936628216019033
31,199,2,2.8194083220991555,0.5926339852293376,0.7517634021405366
32,237,2,3.914215009531643,0.6864944724892091,0.5478267916573138
33,111,3,4.093877743580781,0.10069344339457838,0.28507103532209366
34,99,1,2.537648478358162,0.6302703623502736,0.5994876137242335
35,1,0,0.21207928781331364,1.0,0.5923582870766191
36,78,1,1.9164425882273803,0.5433902522560855,0.6577593887987454
37,200,3,4.181701029926746,0.3233213054643436,0.47938437113084753
38,143,2,-0.03629119512944121,0.41921819940639443,0.9802072169009463
39,120,1,2.0000552079520144,0.7006196086876687,0.7785296353094197
40,87,0,2.059098653307919,1.0,0.6637046073917254
