gene,SNPs,hits,Z,top_candidate_p,Z_pVal
0,44,0,2.2680746803838825,1.0,0.31504754234086274
1,22,0,-0.2247071730473273,1.0,0.8977255153750874
2,10,0,0.03462065677703351,1.0,0.7681984642610074
3,22,0,1.2509940040450684,1.0,0.4248306157376135
4,23,0,-0.08989891013031058,1.0,0.8757647386475842
5,6,0,0.889113208751663,1.0,0.3491240270247151
6,20,1,1.1753692424364106,0.1820930624027693,0.4293962609147055
7,1,0,-0.1404123902710979,1.0,0.7497586347690228
8,1,0,,1.0,
9,1,0,-1.0512074441023591,1.0,0.9654599232508463
10,1,0,0.1304140482777313,1.0,0.6306257361903793
11,1,0,,1.0,
12,1,0,,1.0,
13,1,0,0.4376647043465229,1.0,0.4790789696360841
14,21,0,1.608435294152019,1.0,0.28160592211793023
15,90,1,3.3907045807168408,0.5952680273216762,0.3417752672251324
16,81,1,3.849893126314893,0.5569520183738275,0.19571290557804144
17,96,0,2.792325274430654,1.0,0.522135388694208
18,87,0,3.555644269411384,1.0,0.28755387530108556
19,133,1,2.7405717100708142,0.7372874127497717,0.6660003978008263
20,78,0,3.4878070872651303,1.0,0.252787267493749
21,118,1,3.6033522505015814,0.6945409740716955,0.42063278120988834
22,189,1,4.289408363218969,0.8503585943963844,0.44355832802502704
23,277,4,2.5733757146424767,0.30113636084901674,0.794289191651014
24,162,5,5.239350524309498,0.02412453131525976,0.21862341620629544
25,238,1,1.8978272870094657,0.9085515572877007,0.8913135174933251
26,145,1,4.930320367387118,0.767135537051994,0.2348513228073401
27,145,0,2.37239236235077,1.0,0.7620842264085488
28,105,0,2.4809467936108858,1.0,0.636143568907291
29,183,4,2.2334064595700127,0.11260963801916528,0.8292394363919449
30,204,1,4.460054586832007,0.8712996589103447,0.4212737587196508
31,199,1,2.298704804259711,0.864666995092968,0.8311904418367985
32,237,3,4.557159090846895,0.4229213729712084,0.4044980785635044
33,111,4,4.620191152225541,0.02577445095918823,0.187059081737721
34,99,3,1.9064700640541128,0.07754322727795449,0.7411320217571769
35,1,0,-0.13722829108269996,1.0,0.7484851819796932
36,78,1,2.6436730704046907,0.5433902522560855,0.4639845352826909
37,200,4,4.035096784279942,0.14196596555525615,0.5092939807619068
38,143,2,-0.3635406185726033,0.41921819940639443,0.9875376459730507
39,120,1,2.1487965004325247,0.7006196086876687,0.751209516968368
40,87,1,1.9916867007805201,0.5828791200667797,0.6792808644262507
41,95,2,3.975191462065265,0.24575919893599973,0.2389638248699315
42,178,0,2.7728337592929875,1.0,0.7397026354252794
43,80,5,5.21746630917935,0.0012909117289302992,0.03599710452172722
44,174,4,5.817254980674742,0.09828490495419209,0.15214187642281018
45,219,3,2.2147060860054917,0.3748584125462342,0.8509410860433648
46,148,0,3.7096765615984206,1.0,0.49287925465423776
47,196,1,5.253766626140186,0.8605244312247751,0.2598772313662363
48,219,2,4.372502380327666,0.6444509338930238,0.4464890999649358
49,59,1,1.693083060643966,0.4473165228376149,0.6113973807523282
50,150,0,3.8614894982678925,1.0,0.4642582444530906
51,167,0,2.3311360586771674,1.0,0.79986376357548
52,97,2,1.8013538724893068,0.2531476485150825,0.7561227846677885
53,91,3,1.9441880527617876,0.06359739048515022,0.7058873415819457
54,157,3,4.99367936696241,0.20836044074649676,0.2505872122900916
55,108,0,1.3728349442833752,1.0,0.8539212706483956
56,82,2,3.7780676846847614,0.1980831532566273,0.2144700484605524
57,128,1,3.190682590760783,0.7237483323007917,0.5523806839760532
58,51,0,2.3390255780052485,1.0,0.3554858618636949
59,117,0,4.250181263724305,1.0,0.2758537047508438
60,116,3,1.915984498016826,0.11106157209358372,0.7841179167470788
61,142,1,0.9861835736727741,0.7600075204158656,0.9302847328546607
62,98,1,-0.039225190026448815,0.6265357195457308,0.9687714728796426
63,162,2,3.1120922306026646,0.48250419030293284,0.652208169275962
64,154,2,3.8999123315195807,0.45636764730361856,0.465621017892771
65,121,2,1.5653149135494857,0.34136313911287053,0.848376917355834
66,99,3,3.902540469365485,0.07754322727795449,0.2721059863098467
67,90,1,2.9537799676282,0.5952680273216762,0.4505563713146038
68,57,0,3.890922992205442,1.0,0.0777892841055069
69,121,0,2.338378870315992,1.0,0.717057943242294
70,124,2,4.702532001285578,0.3522106576887805,0.21598097491484514
71,273,6,7.285143498218861,0.0582333682660872,0.024447213322482786
72,202,1,5.476827225793387,0.8686865206717117,0.22614093729749052
73,140,2,2.398452362526887,0.40886054071365496,0.7483574806668352
74,1,1,2.3771053269921816,0.010000000000000009,0.006407998719268226
75,1,0,,1.0,
76,12,0,0.6319211815177305,1.0,0.5521085300605678
77,31,0,1.8582686185102066,1.0,0.31298212100643996
78,131,2,5.379179640330193,0.37726520312241324,0.13460092637099064
