gene,SNPs,hits,Z,top_candidate_p,Z_pVal
0,44,0,3.7484653113772257,1.0,0.045067662444165935
1,22,1,0.6136391430201801,0.19836941046095416,0.6770909346868167
2,10,0,0.39062232968642235,1.0,0.6379436754618624
3,22,0,1.5787456069370842,1.0,0.30887011157813027
4,23,0,0.24252055796149447,1.0,0.8023195680288749
5,6,0,1.1998031024500446,1.0,0.22937008625983757
6,20,1,1.3703178640995008,0.1820930624027693,0.3597107540304164
7,1,0,-0.5208106953573063,1.0,0.8804067653331116
8,1,0,,1.0,
9,1,0,-1.076456401388155,1.0,0.9699451812311215
10,1,0,0.25163128757326364,1.0,0.5791738838421172
11,1,0,,1.0,
12,1,0,,1.0,
13,1,0,0.5247231682792204,1.0,0.4420723526577951
14,21,0,1.6955174421313155,1.0,0.25739813192326677
15,90,0,3.5105848317795996,1.0,0.3172469511304483
16,81,1,5.071822030032028,0.5569520183738275,0.04717894939574063
17,96,0,2.916184134012171,1.0,0.49526154309089776
18,87,0,3.822847606800434,1.0,0.23373549333163546
19,133,0,2.9586905612881815,1.0,0.6223811746392425
20,78,0,2.964487633213239,1.0,0.3831892272894233
21,118,1,3.560243594392021,0.6945409740716955,0.4337051975079318
22,189,1,4.113079357035324,0.8503585943963844,0.479586750755166
23,277,1,1.6397987963356206,0.9382056307679741,0.9146055574170746
24,162,4,4.895140657353596,0.08061920470947331,0.2775961439323168
25,238,0,2.2816874155483906,1.0,0.8447340471969804
26,145,2,5.324105347035393,0.42607142465339903,0.17240010736231715
27,145,1,2.6542142415940853,0.767135537051994,0.7130710006957934
28,105,0,2.352712818687794,1.0,0.6697438287850345
29,183,3,2.3048944528014856,0.27719258323194196,0.8202785089656015
30,204,3,4.623156485478723,0.3342012657617794,0.3831704824842006
31,199,1,1.734559726494186,0.864666995092968,0.8975297875307245
32,237,2,4.64728677109379,0.6864944724892091,0.3771224392796161
33,111,5,5.0745710931687675,0.005341998476809086,0.12315845377699497
34,99,3,1.6596235196405886,0.07754322727795449,0.7927945678442598
35,1,0,-0.14695761919192055,1.0,0.7592987602226133
36,78,0,3.187204924011382,1.0,0.32652760052138996
37,200,2,3.7133741118406935,0.5953543153279739,0.576097273206273
38,143,2,0.4513456951445121,0.41921819940639443,0.9639236091157679
39,120,2,2.207849260714801,0.3377342858848426,0.7436770340152193
40,87,1,1.9356100897770512,0.5828791200667797,0.6973512231356873
41,95,2,4.022601349270672,0.24575919893599973,0.2322344347612746
42,178,0,3.003639406088755,1.0,0.6981949291054531
43,80,5,4.947663344693105,0.0012909117289302992,0.05365769048920843
44,174,3,5.099340903163282,0.2530207119044745,0.26036709662264523
45,219,1,2.089869997423981,0.8893101964006584,0.8659445912850388
46,148,0,3.5709005683785926,1.0,0.5255322590790007
47,196,2,4.333970046769509,0.5843909819324105,0.4387593756018092
48,219,1,4.043466715943816,0.8893101964006584,0.5131672152518633
